Key,English
dkGSKTNMExplrRwdiBeam5wayCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeam5wayCentered\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeam6wayCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeam6wayCentered\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamBent,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamBent\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamCentered\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamCenteredFoundation,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamCenteredFoundation\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamCorner,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamCorner\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamCornerCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamCornerCentered\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamFoundation,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamFoundation\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamSmall,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamSmall\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamSupport,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamSupport\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdiBeamTCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00480BLKiBeamTCentered\nThis exploring reward requires 480 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdindustrialLight01_player,"[TheNoMad:WorldExplorationReward] Block: zGTW01830BLKindustrialLight01_player\nThis exploring reward requires 1830 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdindustrialLight02,"[TheNoMad:WorldExplorationReward] Block: zGTW01830BLKindustrialLight02\nThis exploring reward requires 1830 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdindustrialLight02_player,"[TheNoMad:WorldExplorationReward] Block: zGTW01830BLKindustrialLight02_player\nThis exploring reward requires 1830 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdindustrialLight02Red,"[TheNoMad:WorldExplorationReward] Block: zGTW01830BLKindustrialLight02Red\nThis exploring reward requires 1830 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdironBars,"[TheNoMad:WorldExplorationReward] Block: zGTW00240BLKironBars\nThis exploring reward requires 240 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdironBarsCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00240BLKironBarsCentered\nThis exploring reward requires 240 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdironBarsCNR,"[TheNoMad:WorldExplorationReward] Block: zGTW00240BLKironBarsCNR\nThis exploring reward requires 240 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdironDoor1_v1,"[TheNoMad:WorldExplorationReward] Block: zGTW01440BLKironDoor1_v1\nThis exploring reward requires 1440 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdironDoor1_v2,"[TheNoMad:WorldExplorationReward] Block: zGTW01440BLKironDoor1_v2\nThis exploring reward requires 1440 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdironDoor1_v3,"[TheNoMad:WorldExplorationReward] Block: zGTW01440BLKironDoor1_v3\nThis exploring reward requires 1440 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdkeystoneBlock,"[TheNoMad:WorldExplorationReward] Block: zGTW00030BLKkeystoneBlock\nThis exploring reward requires 30 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdladderMetal,"[TheNoMad:WorldExplorationReward] Block: zGTW00720BLKladderMetal\nThis exploring reward requires 720 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdladderSteel,"[TheNoMad:WorldExplorationReward] Block: zGTW01920BLKladderSteel\nThis exploring reward requires 1920 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdladderWood,"[TheNoMad:WorldExplorationReward] Block: zGTW00150BLKladderWood\nThis exploring reward requires 150 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlanternDecorLight,"[TheNoMad:WorldExplorationReward] Block: zGTW01830BLKlanternDecorLight\nThis exploring reward requires 1830 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlanternLight_player,"[TheNoMad:WorldExplorationReward] Block: zGTW01830BLKlanternLight_player\nThis exploring reward requires 1830 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdleatherChairCouchSofa2,"[TheNoMad:WorldExplorationReward] Block: zGTW00435BLKleatherChairCouchSofa2\nThis exploring reward requires 435 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdleatherCouchSofa2,"[TheNoMad:WorldExplorationReward] Block: zGTW00435BLKleatherCouchSofa2\nThis exploring reward requires 435 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock1x1,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock1x1\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock1x1Ceiling,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock1x1Ceiling\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock3x3,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock3x3\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock3x3Destroyed,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock3x3Destroyed\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock3x3DestroyedHalf,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock3x3DestroyedHalf\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock3x3DestroyedHalfOffset,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock3x3DestroyedHalfOffset\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock3x3Half,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock3x3Half\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapBlock3x3HalfOffset,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapBlock3x3HalfOffset\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapHalfPlate,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapHalfPlate\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPlate1x1,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPlate1x1\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPlateHalfTriangle,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPlateHalfTriangle\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPlateQuarterTriangle,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPlateQuarterTriangle\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPlateQuarterTriangleCorner,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPlateQuarterTriangleCorner\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPole,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPole\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPoleCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPoleCentered\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPolePlate,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPolePlate\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapPoleSideCentered,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapPoleSideCentered\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseBoardsTrapShapesGSK,"[TheNoMad:WorldExplorationReward] Block: zGTW00120BLKlooseBoardsTrapShapesGSK\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapBlock3x3,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapBlock3x3\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapBlock3x3Destroyed,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapBlock3x3Destroyed\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapBlock3x3DestroyedHalf,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapBlock3x3DestroyedHalf\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapBlock3x3DestroyedHalfOffset,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapBlock3x3DestroyedHalfOffset\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapBlock3x3Half,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapBlock3x3Half\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapBlock3x3HalfOffset,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapBlock3x3HalfOffset\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapCube,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapCube\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseConcreteTrapCubeHalf,"[TheNoMad:WorldExplorationReward] Block: zGTW01200BLKlooseConcreteTrapCubeHalf\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseCorrugatedMetalTrapCube,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKlooseCorrugatedMetalTrapCube\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdlooseCorrugatedMetalTrapCubeHalf,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKlooseCorrugatedMetalTrapCubeHalf\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmattressCurled,"[TheNoMad:WorldExplorationReward] Block: zGTW01440BLKmattressCurled\nThis exploring reward requires 1440 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmattressFlatThin,"[TheNoMad:WorldExplorationReward] Block: zGTW01440BLKmattressFlatThin\nThis exploring reward requires 1440 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalFenceRailingTrellisSheetBlockVariantHelper,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKmetalFenceRailingTrellisSheetBlockVariantHelper\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalFurnitureBlockVariantHelper,"[TheNoMad:WorldExplorationReward] Block: zGTW00435BLKmetalFurnitureBlockVariantHelper\nThis exploring reward requires 435 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalPipeCap,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKmetalPipeCap\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalPipeCorner,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKmetalPipeCorner\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalPipeFlange,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKmetalPipeFlange\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalPipeJoint,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKmetalPipeJoint\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalPipeStraight,"[TheNoMad:WorldExplorationReward] Block: zGTW00285BLKmetalPipeStraight\nThis exploring reward requires 285 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalPipeValve,"[TheNoMad:WorldExplorationReward] Block: zGTW00720BLKmetalPipeValve\nThis exploring reward requires 720 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_0,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_0\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_1,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_1\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
